ID,author,title,year,journal,volume,number,pages,url,doi
1004,Sirkka L Jarvenpaa and Blake Ives,The Global Network Organization of the Future: Information Management Opportunities and Challenges,,Journal of Management Information Systems,10,4,,,
1005,Ting-Peng Liang and Rajiv Kohli and Hang-Chang Huang and Zong-Lin Li,What Drives the Adoption of the Blockchain Technology? A Fit-Viability Perspective,,Journal of Management Information Systems,38,2,,,10.1080/07421222.2021.1912915
1006,,,,Journal of Management Information Systems,37,3,,,10.1080/07421222.2020.1790175
1007,Kai H Lim and Ling Sia and Matthew K O Lee and Hong Kong and He,"Do I Trust You Online, and If So, Will I Buy? An Empirical Study of Two Trust-Building Strategies",,Journal of Management Information Systems,23,2,,,10.2753/MIS0742-1222230210
1008,William J Kettinger and C. Choong and Lee,The Chief Information Officer: A Study of Managerial Roles,,Journal of Management Information Systems,10,2,,,
1009,Frederick J Riggins,Market Segmentation and Information Development Costs in a Two-Tiered Fee-Based and Sponsorship-Based Web Site,,Journal of Management Information Systems,19,3,,,
1010,Elena Karahanna and David S Preston,The Effect of Social Capital of the Relationship Between the CIO and Top Management Team on Firm Performance,,Journal of Management Information Systems,30,1,,,10.2753/MIS0742-1222300101
1011,Paul P Tallon,"A Service Science Perspective on Strategic Choice, IT, and Performance in U.S. Banking",,Journal of Management Information Systems,26,4,,,10.2753/MIS0742-1222260408
1012,Rik Ragowsky and Myles Stern and Dennis A Adams and Arik Ragowsky,Relating Benefits from Using IS to an Organization's Operating Characteristics;Î nterpreting Results from Two CountriesyÂ,,Journal of Management Information Systems,16,4,,,
1013,David Gefen and Catherine M Ridings,Implementation Team Responsiveness and User Evaluation of Customer Relationship Management: A Quasi-Experimental Design Study of Social Exchange Theory,,Journal of Management Information Systems,19,1,,,
1014,Robert J Kauffman and Hamid Mohtadi,Proprietary and Open Systems Adoption in E-Procurement: A Risk-Augmented Transaction Cost Perspective,,Journal of Management Information Systems,21,1,,,
1015,"Mariam "" Zahedi and Gaurav Bansal and Trevor-Smith Cyr",Cultural Signifiers of Web Site Images,,Journal of Management Information Systems,28,1,,,10.2753/MIS0742-1222280106
1016,Michael Alan Smith and Sabyasachi Mitra and Sridharnarasimhan Michael and Alan Smith and Sridhar Narasimhan,Information Systems Outsourcing: A Study of Pre-Event Firm Characteristics,,Journal of Management Information Systems,15,2,,,
1017,Murugan Anandarajan,Profiling Web Usage in the Workplace: A Behavior-Based Artificial Intelligence Approach,,Journal of Management Information Systems,19,1,,,
1018,James Y L Thong,Testing an Ethical Decision-Making Theory: The Case of Softlifting,,Journal of Management Information Systems,15,1,,,
1019,Haluk Demirkan and Kenneth Hsing and Haluk Cheng and Demirkan,Coordination Strategies in an SaaS Supply Chain,,Journal of Management Information Systems,26,4,,,10.2753/MIS0742-1222260405
1020,Deepa Mani,The Impact of Firm Learning on Value Creation in Strategic Outsourcing Relationships DEEPA MANI AND ANITESH BARUA,,Journal of Management Information Systems,32,1,,,10.1080/07421222.2015.1029379
1021,Sanjay Gosatn and Arvind Malhotra and Omar A El Sawy and Sanjay Gosain,Coordinating for Flexibility in e-Business Supply Chains,,Journal of Management Information Systems,21,3,,,
1022,T. Ravichandran and Yu Liu and Shu Han,Diversification and Firm Performance: Exploring the Moderating Effects of Information Technology Spending,,Journal of Management Information Systems,25,4,,,10.2753/MIS0742-1222250407
1023,J. Leon Zhao and Akhil Kumar and Edward A Stohr and Yan Xu,Workflow-Centric Information Distribution Through E-Mail,,Journal of Management Information Systems,17,3,,,
1024,Tom L Roberts Paul and H. Cheney and Paul D Sweeney and Rosst Hightower and Tom L Roberts and Ph D Mba and In and Matwgenwnt Joutnal,The Effects of Information Technology Project Complexity on Group Interaction,,Journal of Management Information Systems,21,3,,,
1025,Ahmed S Zaki and Richard C Hoffman,Information Type and its Impact on Information Dissemination,,Journal of Management Information Systems,5,2,,,
1026,,,,Journal of Management Information Systems,28,4,,,10.2753/MIS0742-1222280408
1027,Niv Ahituv and Hyung Jun and Ahn Pervaiz and Alam Gove and Allen Omar Alnuaimi and Paul Alpar and Kemal Altinkemer and Naveen Amblee and Hayward P Andres and Corey Angst and Kursad Asdemir and Norman Au and Yoris Au and Benoit A Aubert and Peter Van Baalen and Barbro Back and Akhilesh Bajaj and Dirk Baldwin and Subhajyoti Bandyopadhyay and Ravi Bapna and Indranil R Bardhan and Reza Barkhi and Henri Barki and Stuart J Barnes and Anitesh Barua and Richard Baskerville and Geneviève Bassellier and Dinesh Batra and Skip Benamati and Michel Benaroch and Raquel Benbunan-Fich and François Bergeron and Ganesh Bhatt and Anol Bhattacherjee and Jesse Bockstedt and Wai Fong Boh and Indranil Bose and Robert P Bostrom and Nicola Breugst and Glenn J Browne and Sebastian Bruque and Scott Buffett and Judee Burgoon and Andrew Burton-Jones,,,Journal of Management Information Systems,27,1,,,10.2753/MIS0742-1222270100
1028,Ric K Clemons and Bruce W Weber and Eric K Clemons,"London's Big Bang: A Case Study of Information Technology, Competitive Impact, and Organizational ChangeÊ",,Journal of Management Information Systems,6,4,,,
1029,Joni L Jones and Robert F Easley and Gary J Koehler,Market Segmentation Within Consolidated E-Markets: A Generalized Combinatorial Auction Approach,,Journal of Management Information Systems,23,1,,,
1030,Likoebe M Maruping and Massimo Magni,"What's the Weather Like? The Effect of Team Learning Climate, Empowerment Climate, and Gender on Individuals' Technology Exploration and Use",,Journal of Management Information Systems,29,1,,,10.2753/MIS0742-1222290103
1031,Simha R Magal and Houston H Carr,"An Investigation of the Effects of Age, Size, and Hardware Option on the Critical Success Factors Applicable to Information Centers",,Journal of Management Information Systems,4,4,,,
1032,Alan R Dennis and Jay F Nunamaker and Douglas R Vogel and Terry Connolly and Joey George and Scott Poole and Daryl Sabers and Joe Valacich and Gary Wagner and Mary Anne Winniford,A Comparison of Laboratory and Field Research in the Study of Electronic Meeting Systems,,Journal of Management Information Systems,7,3,,,
1033,Gary Klein and Benn Konsynski and Philip O Beck and Edwin L Cox,A Linear Representation for Model Management in a DSS,,Journal of Management Information Systems,2,2,,,
1034,Matt E Thatcher and Eric K Clemons,Managing the Costs of Informational Privacy: Pure Bundling as a Strategy in the Individual Health Insurance Market,,Journal of Management Information Systems,17,2,,,
1035,,,,Journal of Management Information Systems,28,2,,,10.2753/MIS0742-1222280200
1036,,,,Journal of Management Information Systems,23,4,,,10.2753/MIS0742-1222230400
1037,Tung Bui and Matthias Jarke,Communications Requirements for Group Decision Support Systems,,Journal of Management Information Systems,2,4,,,
1038,Dorothy E Leidner and Joyce J Elam and Dorothy E Lecdner,Executive Information Systems: Their Impact on Executive Decision Making,,Journal of Management Information Systems,10,3,,,
1039,Jack J Baroudi and David D Lattanze,An Examination of Gender Effects on Career Success of Information Systems Employees JACK J. BAROUDI AND MAGIDIGBARIA,,Journal of Management Information Systems,11,3,,,
1040,Eric K Clemons and Michael C Row,Information Technology at Rosenbluth Travel: Competitive Advantage in a Rapidly Growing Global Service Company,,Journal of Management Information Systems,8,2,,,
1041,Ken Peffers and Charles E Gengler and Tuuretuunanen Peffers and Pfi D ( Purdue,Extending Critical Success Factors Methodology to Facilitate Broadly Participative Information Systems Planning,,Journal of Management Information Systems,20,1,,,
1042,Weifeng Li and Hsinchun Chen and Jay F Nunamaker,Identifying and Profiling Key Sellers in Cyber Carding Community: AZSecure Text Mining System,,Journal of Management Information Systems,33,4,,,10.1080/07421222.2016.1267528
1043,Paul Benjamin and Gregory D Moody and Dennis F Galletta and Anthony Vance,The Drivers in the Use of Online Whistle-Blowing Reporting Systems,,Journal of Management Information Systems,30,1,,,10.2753/MIS0742-1222300105
1044,M. Tawfik Jelassi and Matthias Jarke and Edward A Stohr and Moh Amed and Taweik Jelassi,Designing a Generalized Multiple Criteria Decision Support System,,Journal of Management Information Systems,1,4,,,
1045,Kevin Craig and Jason Bennett Thatcher and Varun Grover and Paul H Chook,The IT Identity Threat: A Conceptual Definition and Operational Measure,,Journal of Management Information Systems,36,1,,,10.1080/07421222.2018.1550561
1046,Alan R Dennis and Sridar K Pootheri and Vijaya L Natarajan and Alan R Dfnnis,Lessons from the Early Adopters of Web Groupware,,Journal of Management Information Systems,14,4,,,
1047,Nancy Lankton and Joan Luft,Uncertainty and Industry Structure Effects on Managerial Intuition About Information Technology Real Options,,Journal of Management Information Systems,25,2,,,10.2753/MIS0742-1222250209
1048,Robert J Kauffman,"Special Section: Information Systems, Electronic Commerce, and Economics-The Interdisciplinary Research Frontier ROBERT J. KAUFFMAN AND BIN WANG, GUEST EDITORS",,Journal of Management Information Systems,20,2,,,
1049,Jiban Khuntia and Abhishek Kathuria and Terence J V Saldanha and Benn R Konsynski,Benefits of IT-Enabled Flexibilities for Foreign versus Local Firms in Emerging Economies,,Journal of Management Information Systems,36,3,,,10.1080/07421222.2019.1628906
1050,Eric W Stein and Betty Vandenbosch,Organizational Learning during Advanced System Development: Opportunities and Obstacles,,Journal of Management Information Systems,13,2,,,
1051,Ana Ortiz and D. E Guinea and Pierre-Majorique Léger and Ana Ortiz De Guinea,Explicit and Implicit Antecedents of Users' Behavioral Beliefs in Information Systems: A Neuropsychological Investigation,,Journal of Management Information Systems,30,4,,,10.2753/MIS0742-1222300407
1052,Nicolas Prat and Isabelle Comyn-Wattiau and Jacky Akoka,A Taxonomy of Evaluation Methods for Information Systems Artifacts,,Journal of Management Information Systems,32,3,,,10.1080/07421222.2015.1099390
1053,,,,Journal of Management Information Systems,25,3,,,10.2753/MIS0742-1222250310
1054,Yinping Yang and Sharad Singhal and Yunjie ( Calvin and ). Xu and Calvin Xu,Alternate Strategies for a Win-Win Seeking Agent in Agent-Human Negotiations,,Journal of Management Information Systems,29,3,,,10.2753/MIS0742-1222290307
1055,Dan J Kim,Self-Perception-Based Versus Transference-Based Trust Determinants in Computer-Mediated Transactions: A Cross-Cultural Comparison Study,,Journal of Management Information Systems,24,4,,,10.2753/MIS0742-1222240401
1056,Sunil Wattal and Munir Mandviwalla,Network Externalities and Technology Use: A Quantitative Analysis of Intraorganizational Blogs,,Journal of Management Information Systems,27,1,,,10.2753/MIS0742-1222270107
1057,Sutirtha Chatterjee and Gregory Moody and Paul Benjamin Lowry and Suranjan Chakraborty and Andrew Hardin,,,Journal of Management Information Systems,32,3,,,10.1080/0742
1058,,,,Journal of Management Information Systems,34,4,,,10.1080/07421222.2017.1393298
1059,Wenping Zhang and Chih-Ping Wei and Qiqi Jiang and Chih-Hung Peng and J. Leon Zhao,Beyond the Block: A Novel Blockchain-Based Technical Model for Long-Term Care Insurance,,Journal of Management Information Systems,38,2,,,10.1080/07421222.2021.1912926
1060,,,,Journal of Management Information Systems,25,4,,,10.2753/MIS0742-1222250400
1061,Grrald V Post,"A Modeling Approach to Evaluating Strategic Uses of Information Technology GERALD V. POST, ALBERT KAGAN, AND KIN-NAM LAU",,Journal of Management Information Systems,12,2,,,
1062,James B Baty and Ronald M Lee,Inter Shop: Enhancing the Vendor/Customer Dialectic in Electronic Shopping,,Journal of Management Information Systems,11,4,,,
1063,,,,Journal of Management Information Systems,37,4,,,10.1080/07421222.2020.1831759
1064,Uday R Kulkarni,"A Knowledge Management Success Model: Theoretical Development and Empirical Validation UDAY R. KULKARNI, SURY RAVINDRAN, AND RONALD FREEZE",,Journal of Management Information Systems,23,3,,,10.2753/MIS0742-1222230311
1065,Johann Füller and Hans Mühlbacher and Kurt Matzler and Gregor Jawecki,Consumer Empowerment Through Internet-Based Co-creation,,Journal of Management Information Systems,26,3,,,10.2753/MIS0742-1222260303
1066,,,,Journal of Management Information Systems,6,4,,,
1067,Alan R Heminger and Don M Kelley,Assessing the Digital Rosetta Stone Model for Long-Term Access to Digital Documents,,Journal of Management Information Systems,21,4,,,
1068,Michael Sacks,Competition Between Open Source and Proprietary Software: Strategies for Survival,,Journal of Management Information Systems,32,3,,,10.1080/07421222.2015.1099391
1069,Soonchul Lee,The Impact of Office Information Systems on Potential Power and Influence,,Journal of Management Information Systems,8,2,,,
