ID,ENTRYTYPE,doi,year,volume,number,url,journal,title,author,pages,abstract,language,dblp_key
001157,article,,2017,41,4,https://misq.org/information-technology-investments-and-firm-risk-across-industries-evidence-from-the-bond-market.html,MIS Quarterly,Information Technology Investments and Firm Risk Across Industries - Evidence from the Bond Market,"Kim, Keongtae and Mithas, Sunil and Kimbrough, Michael",,,,https://dblp.org/rec/journals/misq/KimMK17
001158,article,,2017,41,1,http://misq.org/a-configural-approach-to-coordinating-expertise-in-software-development-teams.html,MIS Quarterly,A Configural Approach to Coordinating Expertise in Software Development Teams,"Kudaravalli, Srinivas and Faraj, Samer and Johnson, Steven L.",,,,https://dblp.org/rec/journals/misq/KudaravalliFJ17
001159,article,,2017,41,3,http://misq.org/platform-or-wholesale-a-strategic-tool-for-online-retailers-to-benefit-from-third-party-information.html,MIS Quarterly,Platform or Wholesale? A Strategic Tool for Online Retailers to Benefit from Third-Party Information,"Kwark, Young and Chen, Jianqing and Raghunathan, Srinivasan",,,,https://dblp.org/rec/journals/misq/KwarkCR17
001160,article,,2017,41,1,http://misq.org/knowledge-reuse-for-customization-metamodels-in-an-open-design-community-for-3d-printing.html,MIS Quarterly,Knowledge Reuse for Customization - Metamodels in an Open Design Community for 3D Printing,"Kyriakou, Harris and Nickerson, Jeffrey V. and Sabnis, Gaurav",,,,https://dblp.org/rec/journals/misq/KyriakouNS17
001161,article,,2017,41,4,https://misq.org/revealing-or-non-revealing-the-impact-of-review-disclosure-policy-on-firm-profitability.html,MIS Quarterly,Revealing or Non-Revealing - The Impact of Review Disclosure Policy on Firm Profitability,"Li, Xinxin",,,,https://dblp.org/rec/journals/misq/Li17
001162,article,,2017,41,3,http://misq.org/sequentiality-of-product-review-information-provision-an-information-foraging-perspective.html,MIS Quarterly,Sequentiality of Product Review Information Provision - An Information Foraging Perspective,"Li, Meng-Xiang and Tan, Chuan-Hoo and Wei, Kwok-Kee and Wang, Kan-Liang",,,,https://dblp.org/rec/journals/misq/LiTWW17
001163,article,,2017,41,2,http://misq.org/healthcare-predictive-analytics-for-risk-profiling-in-chronic-care-a-bayesian-multitask-learning-approach.html,MIS Quarterly,Healthcare Predictive Analytics for Risk Profiling in Chronic Care - A Bayesian Multitask Learning Approach,"Lin, Yu-Kai and Chen, Hsinchun and Brown, Randall A. and Li, Shu-Hsing and Yang, Hung-Jen",,,,https://dblp.org/rec/journals/misq/LinCBLY17
001164,article,,2017,41,2,http://misq.org/the-demand-effects-of-product-recommendation-networks-an-empirical-analysis-of-network-diversity-and-stability.html,MIS Quarterly,The Demand Effects of Product Recommendation Networks - An Empirical Analysis of Network Diversity and Stability,"Lin, Zhijie and Goh, Khim-Yong and Heng, Cheng-Suang",,,,https://dblp.org/rec/journals/misq/LinGH17
001165,article,,2017,41,4,https://misq.org/toward-meaningful-engagement-a-framework-for-design-and-research-of-gamified-information-systems.html,MIS Quarterly,Toward Meaningful Engagement - A Framework for Design and Research of Gamified Information Systems,"Liu, De and Santhanam, Radhika and Webster, Jane",,,,https://dblp.org/rec/journals/misq/LiuSW17
001166,article,,2017,41,2,http://misq.org/is-a-core-periphery-network-good-for-knowledge-sharing-a-structural-model-of-endogenous-network-formation-on-a-crowdsourced-customer-support-forum.html,MIS Quarterly,Is a Core-Periphery Network Good for Knowledge Sharing? A Structural Model of Endogenous Network Formation on a Crowdsourced Customer Support Forum,"Lu, Yingda and Singh, Param Vir and Sun, Baohong",,,,https://dblp.org/rec/journals/misq/LuSS17
001167,article,,2017,41,2,http://misq.org/expert-blogs-and-consumer-perceptions-of-competing-brands.html,MIS Quarterly,Expert Blogs and Consumer Perceptions of Competing Brands,"Luo, Xueming and Gu, Bin and Zhang, Jie and Phang, Chee Wei",,,,https://dblp.org/rec/journals/misq/LuoGZP17
001168,article,,2017,41,3,http://misq.org/unifying-the-role-of-it-in-hyperturbulence-and-competitive-advantage-via-a-multilevel-perspective-of-is-strategy.html,MIS Quarterly,Unifying the Role of IT in Hyperturbulence and Competitive Advantage Via a Multilevel Perspective of IS Strategy,"Nan, Ning and Tanriverdi, Hüseyin",,,,https://dblp.org/rec/journals/misq/NanT17
001169,article,,2017,41,2,http://misq.org/creating-high-value-real-world-impact-through-systematic-programs-of-research.html,MIS Quarterly,Creating High-Value Real-World Impact through Systematic Programs of Research,"Nunamaker Jr., Jay F. and Twyman, Nathan W. and Giboney, Justin Scott and Briggs, Robert O.",,,,https://dblp.org/rec/journals/misq/NunamakerTGB17
001170,article,,2017,41,1,http://misq.org/platform-ecosystems-how-developers-invert-the-firm.html,MIS Quarterly,Platform Ecosystems - How Developers Invert the Firm,"Parker, Geoffrey G. and van Alstyne, Marshall W. and Jiang, Xiaoyue",,,,https://dblp.org/rec/journals/misq/ParkerAJ17
001171,article,,2017,41,4,https://misq.org/clarifying-ontological-inseparabiilty-with-heidegger-s-analysis-of-equipment.html,MIS Quarterly,Clarifying Ontological Inseparabiilty with Heidegger's Analysis of Equipment,"Riemer, Kai and Johnston, Robert Bruce",,,,https://dblp.org/rec/journals/misq/RiemerJ17
001172,article,,2017,41,1,http://misq.org/leveraging-customer-involvement-for-fueling-innovation-the-role-of-relational-and-analytical-information-processing-capabilities.html,MIS Quarterly,Leveraging Customer Involvement for Fueling Innovation - The Role of Relational and Analytical Information Processing Capabilities,"Saldanha, Terence Joseph Vinay and Mithas, Sunil and Krishnan, Mayuram S.",,,,https://dblp.org/rec/journals/misq/SaldanhaMK17
001173,article,,2017,41,4,https://misq.org/through-the-eyes-of-others-how-onlookers-shape-the-use-of-technology-at-work.html,MIS Quarterly,Through the Eyes of Others - How Onlookers Shape the Use of Technology at Work,"Sergeeva, Anastasia and Huysman, Marleen and Soekijad, Maura and van den Hooff, Bart",,,,https://dblp.org/rec/journals/misq/SergeevaHSH17
001174,article,,2017,41,1,http://misq.org/embracing-digital-innovation-in-incumbent-firms-how-volvo-cars-managed-competig-concerns.html,MIS Quarterly,Embracing Digital Innovation in Incumbent Firms - How Volvo Cars Managed Competing Concerns,"Svahn, Fredrik and Mathiassen, Lars and Lindgren, Rikard",,,,https://dblp.org/rec/journals/misq/SvahnML17
001175,article,,2017,41,3,http://misq.org/explaining-post-implementation-employee-system-use-and-job-performance-impacts-of-the-content-and-source-of-social-network-ties.html,MIS Quarterly,Explaining Post-Implementation Employee System Use and Job Performance - Impacts of the Content and Source of Social Network Ties,"Sykes, Tracy Ann and Venkatesh, Viswanath",,,,https://dblp.org/rec/journals/misq/SykesV17
001176,article,,2017,41,1,http://misq.org/external-knowledge-and-information-technology-implications-for-process-innovation-performance.html,MIS Quarterly,External Knowledge and Information Technology - Implications for Process Innovation Performance,"Trantopoulos, Konstantinos and von Krogh, Georg and Wallin, Martin W. and Woerter, Martin",,,,https://dblp.org/rec/journals/misq/TrantopoulosKWW17
001177,article,,2017,41,4,https://misq.org/supply-side-network-effects-and-the-development-of-information-technology-standards.html,MIS Quarterly,Supply-Side Network Effects and the Development of Information Technology Standards,"Uotila, Juha and Keil, Thomas and Maula, Markku V. J.",,,,https://dblp.org/rec/journals/misq/UotilaKM17
001178,article,,2017,41,4,https://misq.org/social-media-affordances-for-connective-action-an-examination-of-microblogging-use-during-the-gulf-of-mexico-oil-spill.html,MIS Quarterly,Social Media Affordances for Connective Action - An Examination of Microblogging Use During the Gulf of Mexico Oil Spill,"Vaast, Emmanuelle and Safadi, Hani and Lapointe, Liette and Negoita, Bogdan",,,,https://dblp.org/rec/journals/misq/VaastSLN17
001179,article,,2017,41,1,http://misq.org/design-and-evaluation-of-auto-id-enabled-shopping-assistance-artifacts-in-customers-mobile-phones-two-retail-store-laboratory-experiments.html,MIS Quarterly,Design and Evaluation of Auto-ID Enabled Shopping Assistance Artifacts in Customers' Mobile Phones - Two Retail Store Laboratory Experiments,"Venkatesh, Viswanath and Aloysius, John A. and Hoehle, Hartmut and Burton, Scot",,,,https://dblp.org/rec/journals/misq/VenkateshAHB17
001180,article,,2017,41,2,http://misq.org/person-organization-and-person-job-fit-perceptions-of-new-it-employees-work-outcomes-and-gender-differences.html,MIS Quarterly,Person-Organization and Person-Job Fit Perceptions of New IT Employees - Work Outcomes and Gender Differences,"Venkatesh, Viswanath and Windeler, Jaime B. and Bartol, Kathryn M. and Williamson, Ian O.",,,,https://dblp.org/rec/journals/misq/VenkateshWBW17
001181,article,,2017,41,3,http://misq.org/grounded-theory-methodology-in-information-systems-research.html,MIS Quarterly,Grounded Theory Methodology in Information Systems Research,"Wiesche, Manuel and Jurisch, Marlen Christin and Yetton, Philip and Krcmar, Helmut",,,,https://dblp.org/rec/journals/misq/WiescheJYK17
001182,article,,2017,41,3,http://misq.org/knowledge-management-system-use-and-job-performance-a-multilevel-contingency-model.html,MIS Quarterly,Knowledge Management System Use and Job Performance - A Multilevel Contingency Model,"Zhang, Xiaojun",,,,https://dblp.org/rec/journals/misq/Zhang17
001183,article,,2017,41,4,https://misq.org/a-nomological-network-of-knowledge-management-system-use-antecedents-and-consequences.html,MIS Quarterly,A Nomological Network of Knowledge Management System Use - Antecedents and Consequences,"Zhang, Xiaojun and Venkatesh, Viswanath",,,,https://dblp.org/rec/journals/misq/ZhangV17
001184,article,,2018,42,3,https://misq.org/transfiguration-work-and-the-system-of-transfiguration-how-employees-represent-and-misrepresent-their-work.html,MIS Quarterly,Transfiguration Work and the System of Transfiguration - How Employees Represent and Misrepresent Their Work,"da Cunha, João Vieira and Carugati, Andrea",,,,https://dblp.org/rec/journals/misq/CunhaC18
001185,article,,2018,42,4,https://misq.org/the-impact-of-ideology-misfit-on-open-source-software-communities-and-companies.html,MIS Quarterly,The Impact of Ideology Misfit on Open Source Software Communities and Companies,"Daniel, Sherae L. and Maruping, Likoebe M. and Cataldo, Marcelo and Herbsleb, James D.",,,,https://dblp.org/rec/journals/misq/DanielMCH18
001186,article,,2018,42,4,https://misq.org/system-dynamics-modeling-for-information-systems-research-theory-of-development-and-practical-application.html,MIS Quarterly,System Dynamics Modeling for Information Systems Research - Theory of Development and Practical Application,"Fang, Yulin and Lim, Kai H. and Qian, Ying and Feng, Bo",,,,https://dblp.org/rec/journals/misq/FangLQF18
001187,article,,2018,42,2,https://misq.org/text-analytics-to-support-sense-making-in-social-media-a-language-action-perspective.html,MIS Quarterly,Text Analytics to Support Sense-Making in Social Media - A Language-Action Perspective,"Abbasi, Ahmed and Zhou, Yili and Deng, Shasha and Zhang, Pengzhu",,,,https://dblp.org/rec/journals/misq/AbbasiZDZ18
001188,article,,2018,42,2,https://misq.org/e-mail-interruptions-and-individual-performance-is-there-a-silver-lining.html,MIS Quarterly,E-Mail Interruptions and Individual Performance - Is There a Silver Lining?,"Addas, Shamel and Pinsonneault, Alain",,,,https://dblp.org/rec/journals/misq/AddasP18
001189,article,,2018,42,2,https://misq.org/beyond-the-privacy-paradox-objective-versus-relative-risk-in-privacy-decision-making.html,MIS Quarterly,Beyond the Privacy Paradox - Objective Versus Relative Risk in Privacy Decision Making,"Adjerid, Idris and Péer, Eyal and Acquisti, Alessandro",,,,https://dblp.org/rec/journals/misq/AdjeridPA18
001190,article,,2018,42,3,https://misq.org/statistical-inference-with-plsc-using-bootstrap-confidence-intervals.html,MIS Quarterly,Statistical Inference with PLSc Using Bootstrap Confidence Intervals,"Aguirre-Urreta, Miguel I. and Rönkkö, Mikko",,,,https://dblp.org/rec/journals/misq/Aguirre-UrretaR18
001191,article,,2018,42,2,https://misq.org/built-to-learn-how-work-practices-affect-employee-learning-during-healthcare-information-technology-implementation.html,MIS Quarterly,Built to Learn - How Work Practices Affect Employee Learning During Healthcare Information Technology Implementation,"Avgar, Ariel and Tambe, Prasanna and Hitt, Lorin M.",,,,https://dblp.org/rec/journals/misq/AvgarTH18
001192,article,,2018,42,3,https://misq.org/monetizing-freemium-communities-does-paying-for-premium-increase-social-engagement.html,MIS Quarterly,Monetizing Freemium Communities - Does Paying for Premium Increase Social Engagement?,"Bapna, Ravi and Ramaprasad, Jui and Umyarov, Akhmed",,,,https://dblp.org/rec/journals/misq/BapnaRU18
001193,article,,2018,42,1,https://misq.org/recommending-remedial-learning-materials-to-students-by-filling-their-knowledge-gaps.html,MIS Quarterly,Recommending Remedial Learning Materials to Students by Filling Their Knowledge Gaps,"Bauman, Konstantin and Tuzhilin, Alexander",,,,https://dblp.org/rec/journals/misq/BaumanT18
001194,article,,2018,42,1,https://misq.org/impact-of-information-technology-infrastructure-flexibility-on-mergers-and-acquisitions.html,MIS Quarterly,Impact of Information Technology Infrastructure Flexibility on Mergers and Acquisitions,"Benitez-Amado, Jose and Ray, Gautam and Henseler, Jörg",,,,https://dblp.org/rec/journals/misq/Benitez-AmadoRH18
001195,article,,2018,42,4,https://misq.org/single-sourcing-versus-multisourcing-the-roles-of-output-verifiability-on-task-modularity.html,MIS Quarterly,Single-Sourcing Versus Multisourcing - The Roles of Output Verifiability on Task Modularity,"Bhattacharya, Shantanu and Gupta, Alok and Hasija, Sameer",,,,https://dblp.org/rec/journals/misq/BhattacharyaGH18
001196,article,,2018,42,4,https://misq.org/the-role-of-venture-capital-in-the-formation-of-a-new-technological-ecosystem-evidence-from-the-cloud.html,MIS Quarterly,The Role of Venture Capital in the Formation of a New Technological Ecosystem - Evidence from the Cloud,"Breznitz, Dan and Forman, Chris and Wen, Wen",,,,https://dblp.org/rec/journals/misq/BreznitzFW18
001197,article,,2018,42,4,https://misq.org/life-interrupted-the-effects-of-technology-mediated-work-interruptions-on-work-and-nonwork-outcomes.html,MIS Quarterly,Life Interrupted - The Effects of Technology-Mediated Work Interruptions on Work and Nonwork Outcomes,"Chen, Adela J. and Karahanna, Elena",,,,https://dblp.org/rec/journals/misq/ChenK18
001198,article,,2018,42,1,https://misq.org/engaging-voluntary-contributions-in-online-communities-a-hidden-markov-mode.html,MIS Quarterly,Engaging Voluntary Contributions in Online Communities - A Hidden Markov Mode,"Chen, Wei and Wei, Xiahua and Zhu, Kevin Xiaoguo",,,,https://dblp.org/rec/journals/misq/ChenWZ18
001199,article,,2018,42,3,https://misq.org/virtual-first-impressions-matter-the-effect-of-enterprise-social-networking-sites-on-impression-formation-in-virtual-teams.html,MIS Quarterly,Virtual First Impressions Matter - The Effect of Enterprise Social Networking Sites on Impression Formation in Virtual Teams,"Cummings, Jeffrey and Dennis, Alan R.",,,,https://dblp.org/rec/journals/misq/CummingsD18
001200,article,,2018,42,3,https://misq.org/the-interaction-between-microblog-sentiment-and-stock-returns-an-empirical-examination.html,MIS Quarterly,The Interaction Between Microblog Sentiment and Stock Returns - An Empirical Examination,"Deng, Shuyuan and Huang, Zhijian and Sinha, Atish P. and Zhao, Huimin",,,,https://dblp.org/rec/journals/misq/DengHSZ18
